ID;Stress
36388887;53,17465064
36409492;67,31662549
43877075;55,48055652
43877155;70,69839914
43877323;31,52123442
43877595;43,54430421
43878495;59,99957937
43879685;30,52903448
90261885;54,5714529
43880077;34,72123985
43880771;53,37784891
43881347;62,4179656
43882437;62,31071071
43882458;63,2190889
43882479;53,70191528
43886143;39,00545025
43886245;67,52966365
43886749;36,55973662
43887293;38,35863236
43887487;58,48628446
43887949;48,89537256
43888423;60,42697298
43888585;36,77242627
43889232;58,68832671
43889459;58,23343486
43889815;38,11111705
43890443;60,12694415
43890619;43,69956086
90000942;41,31044081
90001891;38,26295239
90002243;58,69944992
90003431;59,68230134
90004363;38,19212388
90004667;45,61166247
90004801;67,58699629
90006495;42,31924628
90007291;60,16779273
90007465;52,42280522
90008311;32,7421903
90009063;60,44357202
90009985;64,55763907
90024819;52,94153444
90011229;58,5384363
90011373;58,75271818
36391173;64,44409253
36391369;55,1404805
36391629;67,55611486
36392063;65,04877668
36392406;58,05050694
36405697;58,20082489
37783609;27,03814769
37780573;65,50290609
37780633;35,85550234
37786191;36,98710359
37787491;32,40718353
37781683;50,78651892
37782134;48,84312086
37782975;70,76815468
37786661;40,99097697
37786423;68,75826204
37788195;48,48460802
37788203;30,73540824
37788873;33,94348558
37789339;56,31492006
37791379;29,0522304
37791670;60,67098152
37798385;66,57435014
37798535;67,09317198
37793211;40,10118492
37794012;40,85440863
37794133;59,35433464
37794805;63,74221803
37806517;32,69767746
37794935;39,12573247
37796063;42,69987689
37795929;45,4572475
37796255;69,48108007
37797449;66,33134217
37797821;30,99476277
37797997;45,79190086
37798835;65,65585135
37800393;41,22531134
37800947;57,98063438
37801211;62,1463754
37802571;32,72852722
37803045;37,98450763
37803281;34,93102377
37803637;54,93368565
37831059;75,54164486
37831821;34,90754901
37804491;36,77897714
37804961;30,48332903
37071215;39,93049732
37236291;70,05281439
37257599;39,13816121
37274423;39,0544012
37301611;34,34019805
37302549;26,63787639
37275186;59,3647829
37275481;33,32193928
37276777;44,39507316
37277127;73,33644595
37278183;34,44023974
37278937;42,14726977
37280415;28,41531585
37280449;60,43470501
37280985;67,73379389
37281019;41,22063593
37281529;58,37030895
37282551;70,70594407
37282659;62,69821345
37283593;60,87337282
37283665;35,87285946
37283690;73,78504754
37284386;67,71282176
37284611;55,5763128
37285421;65,12771252
37290443;56,13895459
37288653;34,39072877
37287621;39,13503107
37287689;35,00986312
37288599;56,47693622
37318732;60,09770313
37289171;34,74090935
37289517;69,1243177
37289657;39,15389746
37289917;58,63192938
37290697;59,23074046
37291249;62,00060165
37292093;64,21571786
37292705;29,11378651
37293517;38,30158483
37332867;73,27477908
37295463;58,96208782
37296347;35,10999649
37297087;67,05143915
37299135;42,60943689
37300157;55,20877571
37301169;33,85234586
37301185;68,7430237
37301579;62,6761009
37357623;65,35443102
37302129;62,84657978
37303867;37,9709124
37302957;32,982362
37304187;27,39320203
37304257;37,51418275
37305407;42,07589525
37305731;64,9541108
