ID;Stress;Resolucao;UF;Cidade;Origem_reclamacao;Data_reclamacao;Data_primeira_interacao;Problemas;Nota;Retorno_negocio;Quantidade_interacoes;Data_criacao_ultima_interacao;tempo_espera_primeira;tempo_total_atendimento;dia_semana_reclamacao;dia_semana_primeira_interacao;dia_semana_ultima_interacao;ano_reclamacao;ano_primeira_interacao;ano_ultima_interacao;dia_reclamacao;dia_primeira_interacao;dia_ultima_interacao;mes_reclamacao;mes_primeira_interacao;mes_ultima_interacao;hora_reclamacao;hora_primeira_interacao;hora_ultima_interacao;min_reclamacao;min_primeira_interacao;min_ultima_interacao;grupo_notas
92241204;42,23704392;0;2;136;0;2019-06-08 00:58:13;2019-06-10 09:59:35;32;0;0;2;2019-06-10 10:08:50;3421,366666666667;3430,616666666667;5;0;0;2019;2019;2019;8;10;10;6;6;6;0;9;10;58;59;8;0
92345609;61,66725565;1;2;136;2;2019-06-12 09:30:58;2019-06-14 18:00:41;37;7;1;2;2019-06-24 15:19:06;3389,7166666666667;17628,133333333335;2;4;0;2019;2019;2019;12;14;24;6;6;6;9;18;15;30;0;19;1
92345731;62,03135962;1;20;4;1;2019-06-12 09:34:24;2019-06-13 14:01:53;14;10;1;2;2019-06-19 12:37:04;1707,4833333333333;10262,666666666666;2;3;2;2019;2019;2019;12;13;19;6;6;6;9;14;12;34;1;37;2
92308231;41,87880509;1;20;59;2;2019-06-11 08:17:54;2019-06-12 15:02:17;22;10;1;2;2019-06-17 08:36:18;1844,3833333333334;8658,4;1;2;0;2019;2019;2019;11;12;17;6;6;6;8;15;8;17;2;36;2
92395543;51,87570856;1;20;163;2;2019-06-13 16:05:48;2019-06-13 17:28:27;20;10;1;4;2019-06-18 15:40:35;82,65;7174,783333333334;3;3;1;2019;2019;2019;13;13;18;6;6;6;16;17;15;5;28;40;2
92362601;59,00920623;1;2;136;2;2019-06-12 16:29:13;2019-06-12 17:25:11;21;10;1;2;2019-06-13 22:41:12;55,96666666666667;1811,9833333333333;2;2;3;2019;2019;2019;12;12;13;6;6;6;16;17;22;29;25;41;2
91960599;58,02277999;1;20;163;2;2019-06-04 10:15:44;2019-06-10 11:36:17;20;4;1;2;2019-06-11 17:22:58;8720,55;10507,233333333334;1;0;1;2019;2019;2019;4;10;11;6;6;6;10;11;17;15;36;22;0
92423621;54,61884203;1;20;103;2;2019-06-14 13:40:04;2019-06-17 11:41:13;14;10;1;2;2019-06-17 13:33:39;4201,15;4313,583333333333;4;0;0;2019;2019;2019;14;17;17;6;6;6;13;11;13;40;41;33;2
92425246;61,64654363;1;20;122;0;2019-06-14 14:19:37;2019-06-17 12:37:00;36;5;1;2;2019-06-21 22:21:16;4217,383333333333;10561,65;4;0;4;2019;2019;2019;14;17;21;6;6;6;14;12;22;19;37;21;0
92425775;46,39570243;1;17;19;2;2019-06-14 14:33:39;2019-06-17 12:45:59;26;10;0;2;2019-06-17 12:56:27;4212,333333333333;4222,8;4;0;0;2019;2019;2019;14;17;17;6;6;6;14;12;12;33;45;56;2
92428157;63,60114885;0;3;52;1;2019-06-14 15:32:44;2019-06-18 12:03:55;18;0;0;2;2019-06-30 12:31:55;5551,183333333333;22859,183333333334;4;1;6;2019;2019;2019;14;18;30;6;6;6;15;12;12;32;3;31;0
92428507;44,75532128;1;8;9;2;2019-06-14 15:42:07;2019-06-17 14:35:06;33;10;1;2;2019-06-17 18:15:38;4252,983333333334;4473,516666666666;4;0;0;2019;2019;2019;14;17;17;6;6;6;15;14;18;42;35;15;2
92428839;39,49089693;0;4;15;2;2019-06-14 15:51:15;2019-06-18 09:13:50;11;0;0;2;2019-06-21 15:06:46;5362,583333333333;10035,516666666666;4;1;4;2019;2019;2019;14;18;21;6;6;6;15;9;15;51;13;6;0
92429713;59,57947561;0;20;149;2;2019-06-14 16:15:27;2019-06-14 18:09:46;34;0;0;4;2019-06-29 10:22:26;114,31666666666666;21246,983333333334;4;4;5;2019;2019;2019;14;14;29;6;6;6;16;18;10;15;9;22;0
92430642;40,79015812;1;8;9;0;2019-06-14 16:40:20;2019-06-14 17:37:55;41;10;1;2;2019-06-15 00:46:16;57,583333333333336;485,93333333333334;4;4;5;2019;2019;2019;14;14;15;6;6;6;16;17;0;40;37;46;2
92430895;61,17900377;1;20;121;2;2019-06-14 16:46:50;2019-06-17 13:06:39;47;4;0;2;2019-06-18 12:03:35;4099,816666666667;5476,75;4;0;1;2019;2019;2019;14;17;18;6;6;6;16;13;12;46;6;3;0
92432541;61,4887703;1;15;97;3;2019-06-14 17:39:08;2019-06-17 12:26:42;11;9;1;2;2019-06-17 12:33:57;4007,5666666666666;4014,8166666666666;4;0;0;2019;2019;2019;14;17;17;6;6;6;17;12;12;39;26;33;2
92433575;65,36456948;1;2;136;2;2019-06-14 18:16:05;2019-06-17 12:02:35;38;9;1;2;2019-06-17 18:21:14;3946,5;4325,15;4;0;0;2019;2019;2019;14;17;17;6;6;6;18;12;18;16;2;21;2
92438461;41,32095879;0;20;142;2;2019-06-14 22:02:51;2019-06-27 10:49:18;2;0;0;3;2019-07-01 17:26:09;18046,45;24203,3;4;3;0;2019;2019;2019;14;27;1;6;6;7;22;10;17;2;49;26;0
92442018;58,34341125;1;20;152;0;2019-06-15 08:38:17;2019-06-17 12:09:33;21;5;1;4;2019-06-28 08:28:20;3091,266666666667;18710,05;5;0;4;2019;2019;2019;15;17;28;6;6;6;8;12;8;38;9;28;0
91970589;66,18831089;1;20;115;2;2019-06-06 09:12:54;2019-06-07 10:50:07;16;7;0;2;2019-06-25 10:53:15;1537,2166666666667;27460,35;3;4;1;2019;2019;2019;6;7;25;6;6;6;9;10;10;12;50;53;1
92347087;57,2003645;1;8;80;2;2019-06-12 10:07:43;2019-06-12 13:38:24;36;10;1;2;2019-06-17 11:21:37;210,68333333333334;7273,9;2;2;0;2019;2019;2019;12;12;17;6;6;6;10;13;11;7;38;21;2
92370827;60,62396642;1;20;59;2;2019-06-12 21:19:53;2019-06-13 12:01:25;10;10;1;2;2019-06-13 20:40:38;881,5333333333333;1400,75;2;3;3;2019;2019;2019;12;13;13;6;6;6;21;12;20;19;1;40;2
92310885;59,99109052;1;20;75;1;2019-06-11 09:39:57;2019-06-12 16:44:37;39;5;1;2;2019-06-12 18:48:31;1864,6666666666667;1988,5666666666666;1;2;2;2019;2019;2019;11;12;12;6;6;6;9;16;18;39;44;48;0
92312961;58,22244358;1;8;68;1;2019-06-11 10:25:37;2019-06-19 10:41:30;28;10;1;2;2019-06-19 12:15:44;11535,883333333333;11630,116666666667;1;2;2;2019;2019;2019;11;19;19;6;6;6;10;10;12;25;41;15;2
92074327;44,70097632;0;4;15;2;2019-06-06 10:50:13;2019-06-07 17:21:06;31;2;0;2;2019-06-07 17:24:56;1830,8833333333334;1834,7166666666667;3;4;4;2019;2019;2019;6;7;7;6;6;6;10;17;17;50;21;24;0
92075243;60,55152606;1;9;17;2;2019-06-03 02:21:23;2019-06-04 14:25:53;37;10;1;2;2019-06-11 16:06:09;2164,5;12344,766666666666;0;1;1;2019;2019;2019;3;4;11;6;6;6;2;14;16;21;25;6;2
92076179;59,39014297;1;13;18;2;2019-06-03 08:05:36;2019-06-03 11:26:10;36;10;0;2;2019-06-03 13:47:10;200,56666666666666;341,56666666666666;0;0;0;2019;2019;2019;3;3;3;6;6;6;8;11;13;5;26;47;2
92076667;43,87883231;1;20;142;2;2019-06-03 08:35:48;2019-06-13 10:13:23;18;10;1;2;2019-06-26 14:24:06;14497,583333333334;33468,3;0;3;2;2019;2019;2019;3;13;26;6;6;6;8;10;14;35;13;24;2
92077701;58,99382615;1;15;86;1;2019-06-03 09:13:32;2019-06-05 11:25:20;33;9;1;2;2019-06-08 19:22:58;3011,8;7809,433333333333;0;2;5;2019;2019;2019;3;5;8;6;6;6;9;11;19;13;25;22;2
92081093;61,66070799;1;17;25;2;2019-06-03 10:37:20;2019-06-04 14:34:19;11;6;0;2;2019-06-04 15:58:50;1676,9833333333333;1761,5;0;1;1;2019;2019;2019;3;4;4;6;6;6;10;14;15;37;34;58;0
92082385;34,37130201;1;5;32;2;2019-06-03 11:04:14;2019-06-07 13:11:41;34;10;1;2;2019-07-02 16:26:54;5887,45;42082,666666666664;0;4;1;2019;2019;2019;3;7;2;6;6;7;11;13;16;4;11;26;2
92371359;58,64339469;1;2;136;2;2019-06-12 21:43:20;2019-06-13 17:26:22;4;10;1;2;2019-06-26 20:51:17;1183,0333333333333;20107,95;2;3;2;2019;2019;2019;12;13;26;6;6;6;21;17;20;43;26;51;2
92313645;29,60061196;1;8;9;2;2019-06-11 10:39:04;2019-06-11 12:26:30;43;9;1;2;2019-06-19 08:10:45;107,43333333333334;11371,683333333332;1;1;2;2019;2019;2019;11;11;19;6;6;6;10;12;8;39;26;10;2
92397933;53,80383974;1;20;92;2;2019-06-13 17:06:12;2019-06-13 17:54:32;19;9;1;2;2019-06-13 19:04:35;48,333333333333336;118,38333333333334;3;3;3;2019;2019;2019;13;13;13;6;6;6;17;17;19;6;54;4;2
92092655;63,63894548;1;15;132;1;2019-06-03 14:53:17;2019-06-04 16:26:28;21;8;1;2;2019-06-26 08:31:46;1533,1833333333334;32738,483333333334;0;1;2;2019;2019;2019;3;4;26;6;6;6;14;16;8;53;26;31;2
92092717;64,50495377;1;20;163;2;2019-06-03 14:54:48;2019-06-04 16:56:26;30;9;1;2;2019-06-04 17:07:42;1561,6333333333334;1572,9;0;1;1;2019;2019;2019;3;4;4;6;6;6;14;16;17;54;56;7;2
92094345;36,10746195;1;20;153;2;2019-06-03 15:32:46;2019-06-07 12:21:22;45;10;0;3;2019-06-12 19:42:41;5568,6;13209,916666666666;0;4;2;2019;2019;2019;3;7;12;6;6;6;15;12;19;32;21;42;2
92095583;61,52350581;1;14;89;1;2019-06-03 15:59:48;2019-06-10 09:46:24;10;8;1;2;2019-06-10 18:13:00;9706,6;10213,2;0;0;0;2019;2019;2019;3;10;10;6;6;6;15;9;18;59;46;13;2
92095926;42,7290013;1;20;163;0;2019-06-03 16:07:02;2019-06-04 09:55:16;4;10;1;2;2019-06-12 10:57:56;1068,2333333333333;12650,9;0;1;2;2019;2019;2019;3;4;12;6;6;6;16;9;10;7;55;57;2
92100453;63,48796378;1;14;57;2;2019-06-03 17:57:44;2019-06-04 10:41:20;8;10;1;2;2019-06-04 13:13:02;1003,6;1155,3;0;1;1;2019;2019;2019;3;4;4;6;6;6;17;10;13;57;41;13;2
92101088;61,77908073;0;12;78;0;2019-06-03 18:17:14;2019-06-06 15:12:51;23;0;0;5;2019-06-13 22:40:53;4135,616666666667;14663,65;0;3;3;2019;2019;2019;3;6;13;6;6;6;18;15;22;17;12;40;0
92101359;44,42233176;1;20;163;1;2019-06-03 18:26:21;2019-06-04 13:50:14;5;5;0;2;2019-06-17 07:57:13;1163,8833333333334;19530,866666666665;0;1;0;2019;2019;2019;3;4;17;6;6;6;18;13;7;26;50;57;0
92104253;60,74248418;0;20;163;1;2019-06-03 19:56:32;2019-06-04 17:31:31;1;0;0;3;2019-06-04 21:02:50;1294,9833333333333;1506,3;0;1;1;2019;2019;2019;3;4;4;6;6;6;19;17;21;56;31;2;0
92104595;61,11462736;1;20;163;1;2019-06-03 20:07:33;2019-06-05 18:20:01;44;6;1;2;2019-06-17 14:27:57;2772,4666666666667;19820,4;0;2;0;2019;2019;2019;3;5;17;6;6;6;20;18;14;7;20;27;0
92105585;60,81180031;1;15;146;2;2019-06-03 20:39:41;2019-06-06 10:05:15;13;8;1;2;2019-06-06 20:14:37;3685,5666666666666;4294,933333333333;0;3;3;2019;2019;2019;3;6;6;6;6;6;20;10;20;39;5;14;2
92106959;47,35287882;1;8;68;1;2019-06-03 21:24:28;2019-06-05 16:51:36;25;10;1;2;2019-06-05 16:56:13;2607,133333333333;2611,75;0;2;2;2019;2019;2019;3;5;5;6;6;6;21;16;16;24;51;56;2
92110005;55,24508599;1;8;175;2;2019-06-03 23:34:10;2019-06-04 11:15:13;27;10;1;2;2019-06-04 12:03:45;701,05;749,5833333333334;0;1;1;2019;2019;2019;3;4;4;6;6;6;23;11;12;34;15;3;2
92111491;65,79805736;1;20;163;1;2019-06-04 03:02:52;2019-06-06 16:31:26;3;7;1;2;2019-06-12 21:00:44;3688,5666666666666;12597,866666666667;1;3;2;2019;2019;2019;4;6;12;6;6;6;3;16;21;2;31;0;1
92112419;68,88644405;1;14;65;2;2019-06-04 07:41:30;2019-06-05 15:44:59;22;8;1;2;2019-06-22 10:48:16;1923,4833333333333;26106,766666666666;1;2;5;2019;2019;2019;4;5;22;6;6;6;7;15;10;41;44;48;2
92114517;67,06234342;1;20;20;2;2019-06-04 09:12:53;2019-06-05 11:38:18;7;5;0;2;2019-06-05 12:31:36;1585,4166666666667;1638,7166666666667;1;2;2;2019;2019;2019;4;5;5;6;6;6;9;11;12;12;38;31;0
92114875;61,44336564;1;20;152;3;2019-06-04 09:22:09;2019-06-07 11:17:56;39;6;1;2;2019-06-12 18:43:14;4435,783333333334;12081,083333333334;1;4;2;2019;2019;2019;4;7;12;6;6;6;9;11;18;22;17;43;0
92116743;45,48376712;0;15;132;1;2019-06-04 10:06:19;2019-06-04 10:59:54;43;1;0;2;2019-06-04 11:16:09;53,583333333333336;69,83333333333333;1;1;1;2019;2019;2019;4;4;4;6;6;6;10;10;11;6;59;16;0
92118915;59,99696368;1;20;94;1;2019-06-04 10:51:47;2019-06-06 10:56:49;19;6;1;2;2019-06-06 19:23:36;2885,0333333333333;3391,8166666666666;1;3;3;2019;2019;2019;4;6;6;6;6;6;10;10;19;51;56;23;0
92119951;40,08485865;1;15;132;1;2019-06-04 11:10:32;2019-06-05 17:49:40;32;10;1;2;2019-06-05 18:06:27;1839,1333333333334;1855,9166666666667;1;2;2;2019;2019;2019;4;5;5;6;6;6;11;17;18;10;49;6;2
92120477;40,25158005;1;8;9;2;2019-06-04 11:19:48;2019-06-10 12:56:42;16;10;1;2;2019-06-13 09:50:37;8736,9;12870,816666666668;1;0;3;2019;2019;2019;4;10;13;6;6;6;11;12;9;19;56;50;2
92120687;43,88661464;1;14;117;3;2019-06-04 11:23:40;2019-06-05 12:33:06;48;6;1;2;2019-06-25 20:46:34;1509,4333333333334;30802,9;1;2;1;2019;2019;2019;4;5;25;6;6;6;11;12;20;23;33;46;0
92122197;72,70823744;1;2;64;2;2019-06-04 11:52:14;2019-06-04 13:01:21;15;10;1;2;2019-06-04 18:55:52;69,11666666666666;423,6333333333333;1;1;1;2019;2019;2019;4;4;4;6;6;6;11;13;18;52;1;55;2
92122503;29,26457848;1;20;59;1;2019-06-04 11:57:59;2019-06-10 10:43:56;46;9;1;2;2019-06-10 10:56:39;8565,95;8578,666666666666;1;0;0;2019;2019;2019;4;10;10;6;6;6;11;10;10;57;43;56;2
92122531;35,43514207;1;9;24;2;2019-06-04 11:58:25;2019-06-10 10:41:42;24;10;1;2;2019-06-10 16:46:52;8563,283333333333;8928,45;1;0;0;2019;2019;2019;4;10;10;6;6;6;11;10;16;58;41;46;2
92123431;70,34215126;1;8;42;2;2019-06-04 12:18:49;2019-06-06 16:18:01;29;6;1;2;2019-06-07 07:19:58;3119,2;4021,15;1;3;4;2019;2019;2019;4;6;7;6;6;6;12;16;7;18;18;19;0
92125011;57,20182933;1;15;69;2;2019-06-04 12:55:14;2019-06-07 09:40:22;6;9;1;2;2019-06-14 13:14:54;4125,133333333333;14419,666666666666;1;4;4;2019;2019;2019;4;7;14;6;6;6;12;9;13;55;40;14;2
92127524;63,48455994;1;20;158;0;2019-06-04 13:53:23;2019-06-12 13:10:48;31;5;0;3;2019-06-18 12:37:36;11477,416666666666;20084,216666666667;1;2;1;2019;2019;2019;4;12;18;6;6;6;13;13;12;53;10;37;0
92128398;53,64224049;0;7;161;0;2019-06-04 14:13:00;2019-06-06 16:15:07;35;0;0;2;2019-06-14 13:35:49;3002,116666666667;14362,816666666668;1;3;4;2019;2019;2019;4;6;14;6;6;6;14;16;13;13;15;35;0
92129993;42,01349479;1;20;41;2;2019-06-04 14:49:44;2019-06-05 13:10:40;12;5;0;2;2019-06-05 14:25:38;1340,9333333333334;1415,9;1;2;2;2019;2019;2019;4;5;5;6;6;6;14;13;14;49;10;25;0
92130567;36,94036036;1;20;163;2;2019-06-04 15:03:29;2019-06-05 12:23:30;40;5;0;2;2019-06-12 12:53:54;1280,0166666666667;11390,416666666666;1;2;2;2019;2019;2019;4;5;12;6;6;6;15;12;12;3;23;53;0
92132175;48,17732727;1;15;132;2;2019-06-04 15:41:03;2019-06-04 17:20:46;17;10;1;2;2019-06-05 10:38:46;99,71666666666667;1137,7166666666667;1;1;2;2019;2019;2019;4;4;5;6;6;6;15;17;10;41;20;38;2
92132405;56,39943964;1;14;6;3;2019-06-04 15:47:21;2019-06-05 10:20:21;0;0;0;5;2019-06-22 14:54:33;1113,0;25867,2;1;2;5;2019;2019;2019;4;5;22;6;6;6;15;10;14;47;20;54;0
92136017;42,668373700000004;1;19;3;2;2019-06-04 17:16:29;2019-06-07 13:53:15;9;9;1;3;2019-06-19 16:25:13;4116,766666666666;21548,733333333334;1;4;2;2019;2019;2019;4;7;19;6;6;6;17;13;16;16;53;25;2
92139249;66,11567618;1;12;21;1;2019-06-04 18:52:53;2019-06-07 10:26:57;37;8;1;2;2019-06-27 18:26:41;3814,0666666666666;33093,8;1;4;3;2019;2019;2019;4;7;27;6;6;6;18;10;18;52;26;26;2
92142013;60,59610263;1;20;163;2;2019-06-04 20:25:44;2019-06-07 17:42:05;14;5;1;2;2019-06-18 15:53:52;4156,35;19888,133333333335;1;4;1;2019;2019;2019;4;7;18;6;6;6;20;17;15;25;42;53;0
92142933;63,90182002;1;15;132;1;2019-06-04 20:56:51;2019-06-05 14:23:04;36;6;1;3;2019-06-12 05:59:56;1046,2166666666667;10623,083333333334;1;2;2;2019;2019;2019;4;5;12;6;6;6;20;14;5;56;23;59;0
92143314;63,55430779;0;7;66;0;2019-06-04 21:12:14;2019-06-10 12:06:57;26;0;0;3;2019-06-12 19:23:15;8094,716666666666;11411,016666666666;1;0;2;2019;2019;2019;4;10;12;6;6;6;21;12;19;12;6;23;0
92143609;59,48117735;1;20;163;2;2019-06-04 21:24:25;2019-06-05 15:28:10;18;9;1;2;2019-06-23 22:39:02;1083,75;27434,616666666665;1;2;6;2019;2019;2019;4;5;23;6;6;6;21;15;22;24;28;39;2
92143855;65,98358331;1;20;152;2;2019-06-04 21:33:21;2019-06-05 11:09:10;33;0;0;5;2019-06-10 11:18:40;815,8166666666667;8025,316666666667;1;2;0;2019;2019;2019;4;5;10;6;6;6;21;11;11;33;9;18;0
92144317;52,78780724;1;15;47;2;2019-06-04 21:49:58;2019-06-10 09:21:45;11;6;1;2;2019-06-21 17:23:42;7891,783333333334;24213,733333333334;1;0;4;2019;2019;2019;4;10;21;6;6;6;21;9;17;49;21;23;0
92144567;65,60111115;0;20;163;3;2019-06-04 21:59:30;2019-06-05 12:52:08;34;0;0;3;2019-06-12 22:16:34;892,6333333333333;11537,066666666668;1;2;2;2019;2019;2019;4;5;12;6;6;6;21;12;22;59;52;16;0
92145795;43,39326109;1;20;163;1;2019-06-04 22:54:07;2019-06-06 12:45:46;41;8;1;2;2019-06-07 12:34:36;2271,65;3700,483333333333;1;3;4;2019;2019;2019;4;6;7;6;6;6;22;12;12;54;45;34;2
92148203;46,2329915;1;4;15;1;2019-06-05 06:29:35;2019-06-10 14:49:05;47;10;1;2;2019-06-12 16:08:23;7699,5;10658,8;2;0;2;2019;2019;2019;5;10;12;6;6;6;6;14;16;29;49;8;2
92149825;64,79994999;1;8;133;3;2019-06-05 08:45:09;2019-06-07 13:01:45;11;10;1;2;2019-06-07 14:58:18;3136,6;3253,15;2;4;4;2019;2019;2019;5;7;7;6;6;6;8;13;14;45;1;58;2
92151957;67,67118683;1;1;85;2;2019-06-10 15:36:15;2019-06-11 17:52:32;4;8;1;2;2019-06-18 10:37:20;1576,2833333333333;11221,083333333334;0;1;1;2019;2019;2019;10;11;18;6;6;6;15;17;10;36;52;37;2
92155552;63,97562758;1;8;43;0;2019-06-05 11:06:14;2019-06-07 13:04:11;2;10;1;4;2019-06-17 11:41:49;2997,95;17315,583333333332;2;4;0;2019;2019;2019;5;7;17;6;6;6;11;13;11;6;4;41;2
92155283;36,98707565;1;8;128;2;2019-06-05 11:00:44;2019-06-10 10:45:48;38;4;0;2;2019-06-14 17:31:24;7185,066666666667;13350,666666666666;2;0;4;2019;2019;2019;5;10;14;6;6;6;11;10;17;0;45;31;0
92157251;59,53345747;1;20;95;2;2019-06-05 11:42:09;2019-06-05 14:17:12;42;10;1;2;2019-06-11 11:53:50;155,05;8651,683333333332;2;2;1;2019;2019;2019;5;5;11;6;6;6;11;14;11;42;17;53;2
92164293;38,37732081;1;20;176;3;2019-06-05 14:34:16;2019-06-05 16:21:16;4;8;1;5;2019-06-12 18:00:16;107,0;10286,0;2;2;2;2019;2019;2019;5;5;12;6;6;6;14;16;18;34;21;0;2
92158263;63,37138704;1;20;138;1;2019-06-05 12:04:01;2019-06-07 15:24:16;21;9;1;2;2019-06-07 15:35:59;3080,25;3091,9666666666667;2;4;4;2019;2019;2019;5;7;7;6;6;6;12;15;15;4;24;35;2
92158569;48,20925894;1;20;94;1;2019-06-05 12:12:16;2019-06-06 10:58:38;30;6;1;2;2019-06-06 19:25:07;1366,3666666666666;1872,85;2;3;3;2019;2019;2019;5;6;6;6;6;6;12;10;19;12;58;25;0
92158601;61,18261458;1;20;163;1;2019-06-05 12:12:59;2019-06-05 13:13:23;45;10;1;2;2019-06-11 09:56:55;60,4;8503,933333333332;2;2;1;2019;2019;2019;5;5;11;6;6;6;12;13;9;12;13;56;2
92158927;36,72885118;1;20;54;2;2019-06-10 12:14:47;2019-06-11 16:20:18;38;5;1;2;2019-06-19 10:55:42;1685,5166666666667;12880,916666666666;0;1;2;2019;2019;2019;10;11;19;6;6;6;12;16;10;14;20;55;0
92162337;43,58869686;1;20;37;3;2019-06-05 13:47:33;2019-06-05 14:27:32;10;10;1;2;2019-06-05 14:30:26;39,983333333333334;42,88333333333333;2;2;2;2019;2019;2019;5;5;5;6;6;6;13;14;14;47;27;30;2
92165610;39,03402955;1;20;150;0;2019-06-05 15:05:02;2019-06-06 15:59:50;8;5;0;2;2019-06-07 15:34:46;1494,8;2909,733333333333;2;3;4;2019;2019;2019;5;6;7;6;6;6;15;15;15;5;59;34;0
92166205;54,21454187;1;20;61;2;2019-06-05 15:18:29;2019-06-07 10:21:40;23;5;1;2;2019-06-07 17:03:40;2583,1833333333334;2985,1833333333334;2;4;4;2019;2019;2019;5;7;7;6;6;6;15;10;17;18;21;3;0
92166885;60,61004488;1;20;61;2;2019-06-05 15:34:41;2019-06-07 10:18:46;5;5;1;2;2019-06-07 17:04:43;2564,0833333333335;2970,0333333333333;2;4;4;2019;2019;2019;5;7;7;6;6;6;15;10;17;34;18;4;0
92167557;61,9056194;1;8;104;1;2019-06-05 15:51:55;2019-06-06 13:42:09;1;9;1;2;2019-06-06 13:59:40;1310,2333333333333;1327,75;2;3;3;2019;2019;2019;5;6;6;6;6;6;15;13;13;51;42;59;2
92168209;42,98419377;1;21;105;1;2019-06-05 16:07:25;2019-06-06 16:36:46;44;2;0;6;2019-06-12 17:42:29;1469,35;10175,066666666668;2;3;2;2019;2019;2019;5;6;12;6;6;6;16;16;17;7;36;42;0
92168481;57,11866851;0;17;11;2;2019-06-05 16:14:39;2019-06-10 13:57:44;13;0;0;2;2019-06-10 15:18:09;7063,083333333333;7143,5;2;0;0;2019;2019;2019;5;10;10;6;6;6;16;13;15;14;57;18;0
92168867;43,96573269;1;15;97;2;2019-06-05 16:25:48;2019-06-10 12:27:18;27;6;1;2;2019-06-12 17:45:34;6961,5;10159,766666666666;2;0;2;2019;2019;2019;5;10;12;6;6;6;16;12;17;25;27;45;0
92170913;40,54708316;1;20;163;2;2019-06-05 17:25:35;2019-06-17 10:11:09;3;5;1;2;2019-06-18 18:32:29;16845,566666666666;18786,9;2;0;1;2019;2019;2019;5;17;18;6;6;6;17;10;18;25;11;32;0
92171441;47,57374078;1;9;24;2;2019-06-05 18:04:29;2019-06-06 13:37:21;7;9;1;2;2019-06-06 15:29:55;1172,8666666666666;1285,4333333333334;2;3;3;2019;2019;2019;5;6;6;6;6;6;18;13;15;4;37;29;2
92350329;59,69153806;1;20;163;2;2019-06-12 11:22:41;2019-06-12 12:18:47;26;10;1;2;2019-06-15 13:29:11;56,1;4446,5;2;2;5;2019;2019;2019;12;12;15;6;6;6;11;12;13;22;18;29;2
92318199;52,59385114;1;20;176;2;2019-06-11 12:09:42;2019-06-13 09:32:47;20;5;0;2;2019-06-13 13:49:43;2723,0833333333335;2980,016666666667;1;3;3;2019;2019;2019;11;13;13;6;6;6;12;9;13;9;32;49;0
92350687;41,96082397;1;20;152;3;2019-06-12 11:29:59;2019-06-14 14:02:05;18;7;1;2;2019-06-22 01:13:22;3032,1;13783,383333333333;2;4;5;2019;2019;2019;12;14;22;6;6;6;11;14;1;29;2;13;1
92351013;64,36190825;1;5;33;1;2019-06-12 11:36:55;2019-06-13 18:24:03;33;10;1;2;2019-06-13 19:00:00;1847,1333333333334;1883,0833333333333;2;3;3;2019;2019;2019;12;13;13;6;6;6;11;18;19;36;24;0;2
92382443;57,51018751;1;20;50;2;2019-06-13 10:52:57;2019-06-17 11:51:01;1;4;1;2;2019-06-18 16:28:03;5818,066666666667;7535,1;3;0;1;2019;2019;2019;13;17;18;6;6;6;10;11;16;52;51;28;0
92352157;43,15317071;1;8;168;2;2019-06-12 12:02:57;2019-06-12 14:13:52;11;10;0;2;2019-06-17 14:46:15;130,91666666666666;7363,3;2;2;0;2019;2019;2019;12;12;17;6;6;6;12;14;14;2;13;46;2
92238097;51,93187736;0;15;132;1;2019-06-07 21:05:33;2019-06-11 16:51:31;43;0;0;3;2019-06-17 13:22:32;5505,966666666666;13936,983333333334;4;1;0;2019;2019;2019;7;11;17;6;6;6;21;16;13;5;51;22;0
92441729;62,30691037;1;20;151;1;2019-06-15 08:00:57;2019-06-17 16:44:12;42;5;0;2;2019-06-17 19:36:56;3403,25;3575,983333333333;5;0;0;2019;2019;2019;15;17;17;6;6;6;8;16;19;0;44;36;0
92241003;53,83099654;0;2;136;1;2019-06-08 00:31:57;2019-06-10 13:21:16;19;5;1;2;2019-06-11 00:09:42;3649,3166666666666;4297,75;5;0;1;2019;2019;2019;8;10;11;6;6;6;0;13;0;31;21;9;0
92322333;63,20722711;1;15;132;1;2019-06-11 13:52:48;2019-06-14 15:01:46;32;5;1;2;2019-06-21 15:52:25;4388,966666666666;14519,616666666667;1;4;4;2019;2019;2019;11;14;21;6;6;6;13;15;15;52;1;52;0
92353339;61,71862276;1;8;9;2;2019-06-12 12:30:14;2019-06-13 15:31:26;34;10;1;3;2019-06-22 09:59:23;1621,2;14249,15;2;3;5;2019;2019;2019;12;13;22;6;6;6;12;15;9;30;31;59;2
92353397;55,79812252;1;2;136;2;2019-06-12 12:31:26;2019-06-12 13:10:18;41;10;1;2;2019-07-03 10:51:23;38,86666666666667;30139,95;2;2;2;2019;2019;2019;12;12;3;6;6;7;12;13;10;31;10;51;2
92324443;44,68647118;1;15;132;1;2019-06-11 14:40:58;2019-06-12 17:38:19;16;10;1;2;2019-06-22 00:28:01;1617,35;14987,05;1;2;5;2019;2019;2019;11;12;22;6;6;6;14;17;0;40;38;28;2
92353642;40,96964542;0;20;113;0;2019-06-12 12:38:42;2019-06-13 17:51:17;47;0;0;2;2019-06-21 14:56:17;1752,5833333333333;13097,583333333334;2;3;4;2019;2019;2019;12;13;21;6;6;6;12;17;14;38;51;56;0
